Postcode,Plaatsnaam,Deelgemeente,Hoofdgemeente,Provincie
5575,Louette-Saint-Pierre,Ja,GEDINNE,NAMEN
5575,Malvoisin,Ja,GEDINNE,NAMEN
5575,Patignies,Ja,GEDINNE,NAMEN
5575,Rienne,Ja,GEDINNE,NAMEN
5575,Sart-Custinne,Ja,GEDINNE,NAMEN
5575,Vencimont,Ja,GEDINNE,NAMEN
5575,Willerzie,Ja,GEDINNE,NAMEN
5576,Froidfontaine,Ja,BEAURAING,NAMEN
5580,Ave-et-Auffe,Ja,ROCHEFORT,NAMEN
5580,Buissonville,Ja,ROCHEFORT,NAMEN
5580,Eprave,Ja,ROCHEFORT,NAMEN
5580,Han-sur-Lesse,Ja,ROCHEFORT,NAMEN
5580,Jemelle,Ja,ROCHEFORT,NAMEN
5580,Lavaux-Sainte-Anne,Ja,ROCHEFORT,NAMEN
5580,Lessive,Ja,ROCHEFORT,NAMEN
5580,Mont-Gauthier,Ja,ROCHEFORT,NAMEN
5580,Rochefort,Neen,ROCHEFORT,NAMEN
5580,Villers-sur-Lesse,Ja,ROCHEFORT,NAMEN
5580,Wavreille,Ja,ROCHEFORT,NAMEN
5589,Jemelle,,Jemelle,
5590,Achêne,Ja,CINEY,NAMEN
5590,Braibant,Ja,CINEY,NAMEN
5590,Chevetogne,Ja,CINEY,NAMEN
5590,Ciney,Neen,CINEY,NAMEN
5590,Conneux,Ja,CINEY,NAMEN
5590,Haversin,Ja,CINEY,NAMEN
5590,Leignon,Ja,CINEY,NAMEN
5590,Pessoux,Ja,CINEY,NAMEN
5590,Serinchamps,Ja,CINEY,NAMEN
5590,Sovet,Ja,CINEY,NAMEN
5600,Fagnolle,Ja,PHILIPPEVILLE,NAMEN
5600,Franchimont,Ja,PHILIPPEVILLE,NAMEN
5600,Jamagne,Ja,PHILIPPEVILLE,NAMEN
5600,Jamiolle,Ja,PHILIPPEVILLE,NAMEN
5600,Merlemont,Ja,PHILIPPEVILLE,NAMEN
5600,Neuville,Ja,PHILIPPEVILLE,NAMEN
5600,Omezée,Ja,PHILIPPEVILLE,NAMEN
5600,Philippeville,Neen,PHILIPPEVILLE,NAMEN
5600,Roly,Ja,PHILIPPEVILLE,NAMEN
5600,Romedenne,Ja,PHILIPPEVILLE,NAMEN
5600,Samart,Ja,PHILIPPEVILLE,NAMEN
5600,Sart-en-Fagne,Ja,PHILIPPEVILLE,NAMEN
5600,Sautour,Ja,PHILIPPEVILLE,NAMEN
5600,Surice,Ja,PHILIPPEVILLE,NAMEN
5600,Villers-en-Fagne,Ja,PHILIPPEVILLE,NAMEN
5600,Villers-le-Gambon,Ja,PHILIPPEVILLE,NAMEN
5600,Vodecée,Ja,PHILIPPEVILLE,NAMEN
5620,Corenne,Ja,FLORENNES,NAMEN
5620,Flavion,Ja,FLORENNES,NAMEN
5620,Florennes,Neen,FLORENNES,NAMEN
5620,Hemptinne-lez-Florennes,Ja,FLORENNES,NAMEN
5620,Morville,Ja,FLORENNES,NAMEN
5620,Rosée,Ja,FLORENNES,NAMEN
5620,Saint-Aubin,Ja,FLORENNES,NAMEN
5621,Hanzinelle,Ja,FLORENNES,NAMEN
5621,Hanzinne,Ja,FLORENNES,NAMEN
5621,Morialmé,Ja,FLORENNES,NAMEN
5621,Thy-le-Bauduin,Ja,FLORENNES,NAMEN
5630,Cerfontaine,Neen,CERFONTAINE,NAMEN
5630,Daussois,Ja,CERFONTAINE,NAMEN
5630,Senzeilles,Ja,CERFONTAINE,NAMEN
5630,Silenrieux,Ja,CERFONTAINE,NAMEN
5630,Soumoy,Ja,CERFONTAINE,NAMEN
5630,Villers-Deux-Eglises,Ja,CERFONTAINE,NAMEN
5640,Biesme,Ja,METTET,NAMEN
5640,Biesmerée,Ja,METTET,NAMEN
5640,Graux,Ja,METTET,NAMEN
5640,Mettet,Neen,METTET,NAMEN
5640,Oret,Ja,METTET,NAMEN
5640,Saint-Gérard,Ja,METTET,NAMEN
5641,Furnaux,Ja,METTET,NAMEN
5644,Ermeton-sur-Biert,Ja,METTET,NAMEN
5646,Stave,Ja,METTET,NAMEN
5650,Castillon,Ja,WALCOURT,NAMEN
5650,Chastrès,Ja,WALCOURT,NAMEN
5650,Clermont,Ja,WALCOURT,NAMEN
5650,Fontenelle,Ja,WALCOURT,NAMEN
5650,Fraire,Ja,WALCOURT,NAMEN
5650,Pry,Ja,WALCOURT,NAMEN
5650,Vogenée,Ja,WALCOURT,NAMEN
5650,Walcourt,Neen,WALCOURT,NAMEN
5650,Yves-Gomezée,Ja,WALCOURT,NAMEN
5651,Berzée,Ja,WALCOURT,NAMEN
5651,Gourdinne,Ja,WALCOURT,NAMEN
5651,Laneffe,Ja,WALCOURT,NAMEN
5651,Rognée,Ja,WALCOURT,NAMEN
5651,Somzée,Ja,WALCOURT,NAMEN
5651,Tarcienne,Ja,WALCOURT,NAMEN
5651,Thy-le-Château,Ja,WALCOURT,NAMEN
5660,Aublain,Ja,COUVIN,NAMEN
5660,Boussu-en-Fagne,Ja,COUVIN,NAMEN
5660,Brûly,Ja,COUVIN,NAMEN
5660,Brûly-de-Pesche,Ja,COUVIN,NAMEN
5660,Couvin,Neen,COUVIN,NAMEN
5660,Cul-des-Sarts,Ja,COUVIN,NAMEN
5660,Dailly,Ja,COUVIN,NAMEN
5660,Frasnes,Ja,COUVIN,NAMEN
5660,Gonrieux,Ja,COUVIN,NAMEN
5660,Mariembourg,Ja,COUVIN,NAMEN
5660,Pesche,Ja,COUVIN,NAMEN
5660,Pétigny,Ja,COUVIN,NAMEN
5660,Petite-Chapelle,Ja,COUVIN,NAMEN
5660,Presgaux,Ja,COUVIN,NAMEN
5670,Dourbes,Ja,VIROINVAL,NAMEN
5670,Le Mesnil,Ja,VIROINVAL,NAMEN
5670,Mazée,Ja,VIROINVAL,NAMEN
5670,Nismes,Ja,VIROINVAL,NAMEN
5670,Oignies-en-Thiérache,Ja,VIROINVAL,NAMEN
5670,Olloy-Sur-Viroin,Ja,VIROINVAL,NAMEN
5670,Treignes,Ja,VIROINVAL,NAMEN
5670,Vierves-sur-Viroin,Ja,VIROINVAL,NAMEN
5680,Doische,Neen,DOISCHE,NAMEN
5680,Gimnée,Ja,DOISCHE,NAMEN
5680,Gochenée,Ja,DOISCHE,NAMEN
5680,Matagne-la-Grande,Ja,DOISCHE,NAMEN
5680,Matagne-la-Petite,Ja,DOISCHE,NAMEN
5680,Niverlée,Ja,DOISCHE,NAMEN
5680,Romerée,Ja,DOISCHE,NAMEN
5680,Soulme,Ja,DOISCHE,NAMEN
5680,Vaucelles,Ja,DOISCHE,NAMEN
5680,Vodelée,Ja,DOISCHE,NAMEN
6000,Charleroi,Neen,CHARLEROI,HENEGOUWEN
6001,Marcinelle,Ja,CHARLEROI,HENEGOUWEN
6010,Couillet,Ja,CHARLEROI,HENEGOUWEN
6020,Dampremy,Ja,CHARLEROI,HENEGOUWEN
6030,Goutroux,Ja,CHARLEROI,HENEGOUWEN
6030,Marchienne-au-Pont,Ja,CHARLEROI,HENEGOUWEN
6031,Monceau-sur-Sambre,Ja,CHARLEROI,HENEGOUWEN
6032,Mont-sur-Marchienne,Ja,CHARLEROI,HENEGOUWEN
6040,Jumet,Ja,CHARLEROI,HENEGOUWEN
6041,Gosselies,Ja,CHARLEROI,HENEGOUWEN
6042,Lodelinsart,Ja,CHARLEROI,HENEGOUWEN
6043,Ransart,Ja,CHARLEROI,HENEGOUWEN
6044,Roux,Ja,CHARLEROI,HENEGOUWEN
6060,Gilly,Ja,CHARLEROI,HENEGOUWEN
6061,Montignies-sur-Sambre,Ja,CHARLEROI,HENEGOUWEN
6075,CSM Charleroi X,,CSM Charleroi X,
6099,Charleroi X,,Charleroi X,
6110,Montigny-le-Tilleul,Neen,MONTIGNY-LE-TILLEUL,HENEGOUWEN
6111,Landelies,Ja,MONTIGNY-LE-TILLEUL,HENEGOUWEN
6120,Cour-sur-Heure,Ja,HAM-SUR-HEURE,HENEGOUWEN
6120,Ham-sur-Heure,Neen,HAM-SUR-HEURE,HENEGOUWEN
6120,Jamioulx,Ja,HAM-SUR-HEURE,HENEGOUWEN
6120,Marbaix,Ja,HAM-SUR-HEURE,HENEGOUWEN
6120,Nalinnes,Ja,HAM-SUR-HEURE,HENEGOUWEN
6140,Fontaine-l'Évêque,Neen,FONTAINE-L'EVÊQUE,HENEGOUWEN
6141,Forchies-La-Marche,Ja,FONTAINE-L'EVÊQUE,HENEGOUWEN
6142,Leernes,Ja,FONTAINE-L'EVÊQUE,HENEGOUWEN
6150,Anderlues,Neen,ANDERLUES,HENEGOUWEN
6180,Courcelles,Neen,COURCELLES,HENEGOUWEN
6181,Gouy-lez-Piéton,Ja,COURCELLES,HENEGOUWEN
6182,Souvret,Ja,COURCELLES,HENEGOUWEN
6183,Trazegnies,Ja,COURCELLES,HENEGOUWEN
6200,Bouffioulx,Ja,CHÂTELET,HENEGOUWEN
6200,Châtelet,Neen,CHÂTELET,HENEGOUWEN
6200,Châtelineau,Ja,CHÂTELET,HENEGOUWEN
6210,Frasnes-lez-Gosselies,Ja,LES BONS VILLERS,HENEGOUWEN
6210,Rèves,Ja,LES BONS VILLERS,HENEGOUWEN
6210,Villers-Perwin,Ja,LES BONS VILLERS,HENEGOUWEN
6210,Wayaux,Ja,LES BONS VILLERS,HENEGOUWEN
6211,Mellet,Ja,LES BONS VILLERS,HENEGOUWEN
6220,Fleurus,Neen,FLEURUS,HENEGOUWEN
6220,Heppignies,Ja,FLEURUS,HENEGOUWEN
6220,Lambusart,Ja,FLEURUS,HENEGOUWEN
6220,Wangenies,Ja,FLEURUS,HENEGOUWEN
6221,Saint-Amand,Ja,FLEURUS,HENEGOUWEN
6222,Brye,Ja,FLEURUS,HENEGOUWEN
6223,Wagnelée,Ja,FLEURUS,HENEGOUWEN
6224,Wanfercée-Baulet,Ja,FLEURUS,HENEGOUWEN
6230,Buzet,Ja,PONT-À-CELLES,HENEGOUWEN
6230,Obaix,Ja,PONT-À-CELLES,HENEGOUWEN
6230,Pont-à-Celles,Neen,PONT-À-CELLES,HENEGOUWEN
6230,Thiméon,Ja,PONT-À-CELLES,HENEGOUWEN
6230,Viesville,Ja,PONT-À-CELLES,HENEGOUWEN
6238,Liberchies,Ja,PONT-À-CELLES,HENEGOUWEN
6238,Luttre,Ja,PONT-À-CELLES,HENEGOUWEN
6240,Farciennes,Neen,FARCIENNES,HENEGOUWEN
6240,Pironchamps,Ja,FARCIENNES,HENEGOUWEN
6250,Aiseau,Ja,AISEAU-PRESLES,HENEGOUWEN
6250,Pont-de-Loup,Ja,AISEAU-PRESLES,HENEGOUWEN
6250,Presles,Ja,AISEAU-PRESLES,HENEGOUWEN
6250,Roselies,Ja,AISEAU-PRESLES,HENEGOUWEN
6280,Acoz,Ja,GERPINNES,HENEGOUWEN
6280,Gerpinnes,Neen,GERPINNES,HENEGOUWEN
6280,Gougnies,Ja,GERPINNES,HENEGOUWEN
6280,Joncret,Ja,GERPINNES,HENEGOUWEN
6280,Loverval,Ja,GERPINNES,HENEGOUWEN
6280,Villers-Poterie,Ja,GERPINNES,HENEGOUWEN
6440,Boussu-lez-Walcourt,Ja,FROIDCHAPELLE,HENEGOUWEN
6440,Fourbechies,Ja,FROIDCHAPELLE,HENEGOUWEN
6440,Froidchapelle,Neen,FROIDCHAPELLE,HENEGOUWEN
6440,Vergnies,Ja,FROIDCHAPELLE,HENEGOUWEN
6441,Erpion,Ja,FROIDCHAPELLE,HENEGOUWEN
6460,Bailièvre,Ja,CHIMAY,HENEGOUWEN
6460,Chimay,Neen,CHIMAY,HENEGOUWEN
6460,Robechies,Ja,CHIMAY,HENEGOUWEN
6460,Saint-Remy,Ja,CHIMAY,HENEGOUWEN
6460,Salles,Ja,CHIMAY,HENEGOUWEN
6460,Villers-la-Tour,Ja,CHIMAY,HENEGOUWEN
6461,Virelles,Ja,CHIMAY,HENEGOUWEN
6462,Vaulx-lez-Chimay,Ja,CHIMAY,HENEGOUWEN
6463,Lompret,Ja,CHIMAY,HENEGOUWEN
6464,Baileux,Ja,CHIMAY,HENEGOUWEN
6464,Bourlers,Ja,CHIMAY,HENEGOUWEN
6464,Forges,Ja,CHIMAY,HENEGOUWEN
6464,l'Escaillère,Ja,CHIMAY,HENEGOUWEN
6464,Rièzes,Ja,CHIMAY,HENEGOUWEN
6470,Grandrieu,Ja,SIVRY-RANCE,HENEGOUWEN
6470,Montbliart,Ja,SIVRY-RANCE,HENEGOUWEN
6470,Rance,Ja,SIVRY-RANCE,HENEGOUWEN
6470,Sautin,Ja,SIVRY-RANCE,HENEGOUWEN
6470,Sivry,Ja,SIVRY-RANCE,HENEGOUWEN
6500,Barbençon,Ja,BEAUMONT,HENEGOUWEN
6500,Beaumont,Neen,BEAUMONT,HENEGOUWEN
6500,Leugnies,Ja,BEAUMONT,HENEGOUWEN
6500,Leval-Chaudeville,Ja,BEAUMONT,HENEGOUWEN
6500,Renlies,Ja,BEAUMONT,HENEGOUWEN
6500,Solre-Saint-Géry,Ja,BEAUMONT,HENEGOUWEN
6500,Thirimont,Ja,BEAUMONT,HENEGOUWEN
6511,Strée,Ja,BEAUMONT,HENEGOUWEN
6530,Leers-et-Fosteau,Ja,THUIN,HENEGOUWEN
6530,Thuin,Neen,THUIN,HENEGOUWEN
6531,Biesme-sous-Thuin,Ja,THUIN,HENEGOUWEN
6532,Ragnies,Ja,THUIN,HENEGOUWEN
6533,Biercée,Ja,THUIN,HENEGOUWEN
6534,Gozée,Ja,THUIN,HENEGOUWEN
6536,Donstiennes,Ja,THUIN,HENEGOUWEN
6536,Thuillies,Ja,THUIN,HENEGOUWEN
6540,Lobbes,Neen,LOBBES,HENEGOUWEN
6540,Mont-Sainte-Geneviève,Ja,LOBBES,HENEGOUWEN
6542,Sars-la-Buissière,Ja,LOBBES,HENEGOUWEN
6543,Bienne-lez-Happart,Ja,LOBBES,HENEGOUWEN
6560,Bersillies-l'Abbaye,Ja,ERQUELINNES,HENEGOUWEN
6560,Erquelinnes,Neen,ERQUELINNES,HENEGOUWEN
6560,Grand-Reng,Ja,ERQUELINNES,HENEGOUWEN
6560,Hantes-Wihéries,Ja,ERQUELINNES,HENEGOUWEN
6560,Montignies-Saint-Christophe,Ja,ERQUELINNES,HENEGOUWEN
6560,Solre-sur-Sambre,Ja,ERQUELINNES,HENEGOUWEN
6567,Fontaine-Valmont,Ja,MERBES-LE-CHÂTEAU,HENEGOUWEN
6567,Labuissière,Ja,MERBES-LE-CHÂTEAU,HENEGOUWEN
6567,Merbes-le-Château,Neen,MERBES-LE-CHÂTEAU,HENEGOUWEN
6567,Merbes-Sainte-Marie,Ja,MERBES-LE-CHÂTEAU,HENEGOUWEN
6590,Momignies,Neen,MOMIGNIES,HENEGOUWEN
6591,Macon,Ja,MOMIGNIES,HENEGOUWEN
6592,Monceau-Imbrechies,Ja,MOMIGNIES,HENEGOUWEN
6593,Macquenoise,Ja,MOMIGNIES,HENEGOUWEN
6594,Beauwelz,Ja,MOMIGNIES,HENEGOUWEN
6596,Forge-Philippe,Ja,MOMIGNIES,HENEGOUWEN
6596,Seloignes,Ja,MOMIGNIES,HENEGOUWEN
6600,Bastogne,Neen,BASTOGNE,LUXEMBURG
6600,Longvilly,Ja,BASTOGNE,LUXEMBURG
6600,Noville,Ja,BASTOGNE,LUXEMBURG
6600,Villers-la-Bonne-Eau,Ja,BASTOGNE,LUXEMBURG
6600,Wardin,Ja,BASTOGNE,LUXEMBURG
6630,Martelange,Neen,MARTELANGE,LUXEMBURG
6637,Fauvillers,Neen,FAUVILLERS,LUXEMBURG
6637,Hollange,Ja,FAUVILLERS,LUXEMBURG
6637,Tintange,Ja,FAUVILLERS,LUXEMBURG
6640,Hompré,Ja,VAUX-SUR-SÛRE,LUXEMBURG
6640,Morhet,Ja,VAUX-SUR-SÛRE,LUXEMBURG
6640,Nives,Ja,VAUX-SUR-SÛRE,LUXEMBURG
6640,Sibret,Ja,VAUX-SUR-SÛRE,LUXEMBURG
6640,Vaux-lez-Rosières,Ja,VAUX-SUR-SÛRE,LUXEMBURG
6640,Vaux-sur-Sûre,Neen,VAUX-SUR-SÛRE,LUXEMBURG
6642,Juseret,Ja,VAUX-SUR-SÛRE,LUXEMBURG
6660,Houffalize,Neen,HOUFFALIZE,LUXEMBURG
6660,Nadrin,Ja,HOUFFALIZE,LUXEMBURG
6661,Mont,Ja,HOUFFALIZE,LUXEMBURG
6661,Tailles,Ja,HOUFFALIZE,LUXEMBURG
6662,Tavigny,Ja,HOUFFALIZE,LUXEMBURG
6663,Mabompré,Ja,HOUFFALIZE,LUXEMBURG
6666,Wibrin,Ja,HOUFFALIZE,LUXEMBURG
6670,Gouvy,Neen,GOUVY,LUXEMBURG
6670,Limerlé,Ja,GOUVY,LUXEMBURG
6671,Bovigny,Ja,GOUVY,LUXEMBURG
6672,Beho,Ja,GOUVY,LUXEMBURG
6673,Cherain,Ja,GOUVY,LUXEMBURG
6674,Montleban,Ja,GOUVY,LUXEMBURG
6680,Amberloup,Ja,SAINTE-ODE,LUXEMBURG
6680,Tillet,Ja,SAINTE-ODE,LUXEMBURG
6681,Lavacherie,Ja,SAINTE-ODE,LUXEMBURG
6686,Flamierge,Ja,BERTOGNE,LUXEMBURG
6687,Bertogne,Neen,BERTOGNE,LUXEMBURG
6688,Longchamps,Ja,BERTOGNE,LUXEMBURG
6690,Bihain,Ja,VIELSALM,LUXEMBURG
6690,Vielsalm,Neen,VIELSALM,LUXEMBURG
6692,Petit-Thier,Ja,VIELSALM,LUXEMBURG
6698,Grand-Halleux,Ja,VIELSALM,LUXEMBURG
6700,Arlon,Neen,ARLON,LUXEMBURG
6700,Bonnert,Ja,ARLON,LUXEMBURG
6700,Heinsch,Ja,ARLON,LUXEMBURG
6700,Toernich,Ja,ARLON,LUXEMBURG
6704,Guirsch,Ja,ARLON,LUXEMBURG
6706,Autelbas,Ja,ARLON,LUXEMBURG
6717,Attert,Neen,ATTERT,LUXEMBURG
6717,Nobressart,Ja,ATTERT,LUXEMBURG
6717,Nothomb,Ja,ATTERT,LUXEMBURG
6717,Thiaumont,Ja,ATTERT,LUXEMBURG
6717,Tontelange,Ja,ATTERT,LUXEMBURG
6720,Habay-la-Neuve,Ja,HABAY,LUXEMBURG
6720,Hachy,Ja,HABAY,LUXEMBURG
6721,Anlier,Ja,HABAY,LUXEMBURG
6723,Habay-la-Vieille,Ja,HABAY,LUXEMBURG
6724,Houdemont,Ja,HABAY,LUXEMBURG
6724,Rulles,Ja,HABAY,LUXEMBURG
6730,Bellefontaine,Ja,TINTIGNY,LUXEMBURG
6730,Rossignol,Ja,TINTIGNY,LUXEMBURG
6730,Saint-Vincent,Ja,TINTIGNY,LUXEMBURG
6730,Tintigny,Neen,TINTIGNY,LUXEMBURG
6740,Etalle,Neen,ETALLE,LUXEMBURG
6740,Sainte-Marie-sur-Semois,Ja,ETALLE,LUXEMBURG
6740,Villers-sur-Semois,Ja,ETALLE,LUXEMBURG
6741,Vance,Ja,ETALLE,LUXEMBURG
6742,Chantemelle,Ja,ETALLE,LUXEMBURG
6743,Buzenol,Ja,ETALLE,LUXEMBURG
6747,Châtillon,Ja,SAINT-LÉGER,LUXEMBURG
6747,Meix-le-Tige,Ja,SAINT-LÉGER,LUXEMBURG
6747,Saint-Léger,Neen,SAINT-LÉGER,LUXEMBURG
6750,Musson,Neen,MUSSON,LUXEMBURG
6750,Mussy-la-Ville,Ja,MUSSON,LUXEMBURG
6750,Signeulx,Ja,MUSSON,LUXEMBURG
6760,Bleid,Ja,VIRTON,LUXEMBURG
6760,Ethe,Ja,VIRTON,LUXEMBURG
6760,Ruette,Ja,VIRTON,LUXEMBURG
6760,Virton,Neen,VIRTON,LUXEMBURG
6761,Latour,Ja,VIRTON,LUXEMBURG
6762,Saint-Mard,Ja,VIRTON,LUXEMBURG
6767,Dampicourt,Ja,ROUVROY,LUXEMBURG
6767,Harnoncourt,Ja,ROUVROY,LUXEMBURG
6767,Lamorteau,Ja,ROUVROY,LUXEMBURG
6767,Torgny,Ja,ROUVROY,LUXEMBURG
6769,Gérouville,Ja,MEIX-DEVANT-VIRTON,LUXEMBURG
6769,Meix-devant-Virton,Neen,MEIX-DEVANT-VIRTON,LUXEMBURG
6769,Robelmont,Ja,MEIX-DEVANT-VIRTON,LUXEMBURG
6769,Sommethonne,Ja,MEIX-DEVANT-VIRTON,LUXEMBURG
6769,Villers-la-Loue,Ja,MEIX-DEVANT-VIRTON,LUXEMBURG
6780,Hondelange,Ja,MESSANCY,LUXEMBURG
6780,Messancy,Neen,MESSANCY,LUXEMBURG
6780,Wolkrange,Ja,MESSANCY,LUXEMBURG
6781,Sélange,Ja,MESSANCY,LUXEMBURG
6782,Habergy,Ja,MESSANCY,LUXEMBURG
6790,Aubange,Neen,AUBANGE,LUXEMBURG
6791,Athus,Ja,AUBANGE,LUXEMBURG
6792,Halanzy,Ja,AUBANGE,LUXEMBURG
6792,Rachecourt,Ja,AUBANGE,LUXEMBURG
6800,Bras,Ja,LIBRAMONT-CHEVIGNY,LUXEMBURG
6800,Freux,Ja,LIBRAMONT-CHEVIGNY,LUXEMBURG
6800,Libramont-Chevigny,Neen,LIBRAMONT-CHEVIGNY,LUXEMBURG
6800,Moircy,Ja,LIBRAMONT-CHEVIGNY,LUXEMBURG
6800,Recogne,Ja,LIBRAMONT-CHEVIGNY,LUXEMBURG
6800,Remagne,Ja,LIBRAMONT-CHEVIGNY,LUXEMBURG
6800,Saint-Pierre,Ja,LIBRAMONT-CHEVIGNY,LUXEMBURG
6800,Sainte-Marie-Chevigny,Ja,LIBRAMONT-CHEVIGNY,LUXEMBURG
6810,Chiny,Neen,CHINY,LUXEMBURG
6810,Izel,Ja,CHINY,LUXEMBURG
6810,Jamoigne,Ja,CHINY,LUXEMBURG
6811,Les Bulles,Ja,CHINY,LUXEMBURG
6812,Suxy,Ja,CHINY,LUXEMBURG
6813,Termes,Ja,CHINY,LUXEMBURG
6820,Florenville,Neen,FLORENVILLE,LUXEMBURG
6820,Fontenoille,Ja,FLORENVILLE,LUXEMBURG
6820,Muno,Ja,FLORENVILLE,LUXEMBURG
6820,Sainte-Cécile,Ja,FLORENVILLE,LUXEMBURG
6821,Lacuisine,Ja,FLORENVILLE,LUXEMBURG
6823,Villers-devant-Orval,Ja,FLORENVILLE,LUXEMBURG
6824,Chassepierre,Ja,FLORENVILLE,LUXEMBURG
6830,Bouillon,Neen,BOUILLON,LUXEMBURG
6830,Les Hayons,Ja,BOUILLON,LUXEMBURG
6830,Poupehan,Ja,BOUILLON,LUXEMBURG
6830,Rochehaut,Ja,BOUILLON,LUXEMBURG
6831,Noirfontaine,Ja,BOUILLON,LUXEMBURG
6832,Sensenruth,Ja,BOUILLON,LUXEMBURG
6833,Ucimont,Ja,BOUILLON,LUXEMBURG
6833,Vivy,Ja,BOUILLON,LUXEMBURG
6834,Bellevaux,Ja,BOUILLON,LUXEMBURG
6836,Dohan,Ja,BOUILLON,LUXEMBURG
6838,Corbion,Ja,BOUILLON,LUXEMBURG
6840,Grandvoir,Ja,NEUFCHÂTEAU,LUXEMBURG
6840,Grapfontaine,Ja,NEUFCHÂTEAU,LUXEMBURG
6840,Hamipré,Ja,NEUFCHÂTEAU,LUXEMBURG
6840,Longlier,Ja,NEUFCHÂTEAU,LUXEMBURG
6840,Neufchâteau,Neen,NEUFCHÂTEAU,LUXEMBURG
6840,Tournay,Ja,NEUFCHÂTEAU,LUXEMBURG
6850,Carlsbourg,Ja,PALISEUL,LUXEMBURG
6850,Offagne,Ja,PALISEUL,LUXEMBURG
6850,Paliseul,Neen,PALISEUL,LUXEMBURG
6851,Nollevaux,Ja,PALISEUL,LUXEMBURG
6852,Maissin,Ja,PALISEUL,LUXEMBURG
6852,Opont,Ja,PALISEUL,LUXEMBURG
6853,Framont,Ja,PALISEUL,LUXEMBURG
6856,Fays-les-Veneurs,Ja,PALISEUL,LUXEMBURG
6860,Assenois,Ja,LÉGLISE,LUXEMBURG
6860,Ebly,Ja,LÉGLISE,LUXEMBURG
6860,Léglise,Neen,LÉGLISE,LUXEMBURG
6860,Mellier,Ja,LÉGLISE,LUXEMBURG
6860,Witry,Ja,LÉGLISE,LUXEMBURG
6870,Arville,Ja,SAINT-HUBERT,LUXEMBURG
6870,Awenne,Ja,SAINT-HUBERT,LUXEMBURG
6870,Hatrival,Ja,SAINT-HUBERT,LUXEMBURG
6870,Mirwart,Ja,SAINT-HUBERT,LUXEMBURG
6870,Saint-Hubert,Neen,SAINT-HUBERT,LUXEMBURG
6870,Vesqueville,Ja,SAINT-HUBERT,LUXEMBURG
6880,Auby-sur-Semois,Ja,BERTRIX,LUXEMBURG
6880,Bertrix,Neen,BERTRIX,LUXEMBURG
6880,Cugnon,Ja,BERTRIX,LUXEMBURG
6880,Jehonville,Ja,BERTRIX,LUXEMBURG
6880,Orgeo,Ja,BERTRIX,LUXEMBURG
6887,Herbeumont,Neen,HERBEUMONT,LUXEMBURG
6887,Saint-Médard,Ja,HERBEUMONT,LUXEMBURG
6887,Straimont,Ja,HERBEUMONT,LUXEMBURG
6890,Anloy,Ja,LIBIN,LUXEMBURG
6890,Libin,Neen,LIBIN,LUXEMBURG
6890,Ochamps,Ja,LIBIN,LUXEMBURG
6890,Redu,Ja,LIBIN,LUXEMBURG
6890,Smuid,Ja,LIBIN,LUXEMBURG
6890,Transinne,Ja,LIBIN,LUXEMBURG
6890,Villance,Ja,LIBIN,LUXEMBURG
6900,Aye,Ja,MARCHE-EN-FAMENNE,LUXEMBURG
6900,Hargimont,Ja,MARCHE-EN-FAMENNE,LUXEMBURG
6900,Humain,Ja,MARCHE-EN-FAMENNE,LUXEMBURG
6900,Marche-en-Famenne,Neen,MARCHE-EN-FAMENNE,LUXEMBURG
6900,On,Ja,MARCHE-EN-FAMENNE,LUXEMBURG
6900,Roy,Ja,MARCHE-EN-FAMENNE,LUXEMBURG
6900,Waha,Ja,MARCHE-EN-FAMENNE,LUXEMBURG
6920,Sohier,Ja,WELLIN,LUXEMBURG
6920,Wellin,Neen,WELLIN,LUXEMBURG
6921,Chanly,Ja,WELLIN,LUXEMBURG
6922,Halma,Ja,WELLIN,LUXEMBURG
6924,Lomprez,Ja,WELLIN,LUXEMBURG
6927,Bure,Ja,TELLIN,LUXEMBURG
6927,Grupont,Ja,TELLIN,LUXEMBURG
6927,Resteigne,Ja,TELLIN,LUXEMBURG
6927,Tellin,Neen,TELLIN,LUXEMBURG
6929,Daverdisse,Neen,DAVERDISSE,LUXEMBURG
6929,Gembes,Ja,DAVERDISSE,LUXEMBURG
6929,Haut-Fays,Ja,DAVERDISSE,LUXEMBURG
6929,Porcheresse,Ja,DAVERDISSE,LUXEMBURG
6940,Barvaux-sur-Ourthe,Ja,DURBUY,LUXEMBURG
6940,Durbuy,Neen,DURBUY,LUXEMBURG
6940,Grandhan,Ja,DURBUY,LUXEMBURG
6940,Septon,Ja,DURBUY,LUXEMBURG
6940,Wéris,Ja,DURBUY,LUXEMBURG
6941,Bende,Ja,DURBUY,LUXEMBURG
6941,Bomal-sur-Ourthe,Ja,DURBUY,LUXEMBURG
6941,Borlon,Ja,DURBUY,LUXEMBURG
6941,Heyd,Ja,DURBUY,LUXEMBURG
6941,Izier,Ja,DURBUY,LUXEMBURG
6941,Tohogne,Ja,DURBUY,LUXEMBURG
6941,Villers-Sainte-Gertrude,Ja,DURBUY,LUXEMBURG
6950,Harsin,Ja,NASSOGNE,LUXEMBURG
6950,Nassogne,Neen,NASSOGNE,LUXEMBURG
6951,Bande,Ja,NASSOGNE,LUXEMBURG
6952,Grune,Ja,NASSOGNE,LUXEMBURG
6953,Ambly,Ja,NASSOGNE,LUXEMBURG
